,cluster_agglomerative
191.236.16.12,0
191.35.218.102,3
191.8.189.83,0
192.0.73.2,0
192.0.76.3,0
192.0.77.2,0
192.0.77.32,0
192.110.165.94,0
192.111.154.38,3
192.132.33.27,0
192.155.215.182,0
192.161.156.1,0
192.185.225.1,0
192.186.93.74,0
192.198.207.178,0
192.200.184.173,0
192.229.163.180,0
192.229.163.25,0
192.229.173.136,0
192.230.185.126,0
192.237.193.133,0
192.243.250.36,0
192.243.250.58,0
192.252.144.35,0
192.28.144.124,0
192.35.249.127,0
192.82.242.21,0
192.82.242.50,0
192.99.132.66,0
193.150.101.6,3
193.169.4.21,3
193.19.118.97,5
193.19.3.184,0
193.194.69.157,0
193.200.32.114,2
194.153.191.21,3
194.228.221.66,3
194.28.112.179,4
194.44.62.242,3
194.44.93.225,0
194.71.85.66,3
194.75.186.188,0
194.8.147.186,0
195.149.85.252,3
195.154.207.131,0
195.16.103.67,0
195.161.162.254,3
195.169.125.251,0
195.175.58.170,3
195.189.196.58,3
195.194.75.70,3
195.208.179.24,3
195.208.51.104,0
195.22.126.136,0
195.22.126.209,0
195.22.127.226,0
195.228.47.11,2
195.230.158.5,3
195.3.146.96,0
195.34.233.138,0
195.39.160.69,2
195.62.92.238,3
195.69.197.154,1
195.9.54.102,2
196.144.185.207,3
196.200.146.10,3
196.201.40.109,3
196.218.133.171,3
196.218.141.114,0
196.218.42.237,0
196.25.125.65,0
197.128.1.20,0
197.149.67.194,3
197.210.153.46,3
197.210.154.142,3
197.211.44.106,0
197.219.111.100,0
197.230.8.215,3
197.253.58.43,3
197.255.188.53,3
197.44.136.40,3
197.44.200.172,3
197.45.181.191,3
197.50.184.34,3
197.50.199.81,3
197.50.240.149,3
197.51.127.188,2
197.51.172.36,3
198.2.55.250,0
198.23.145.251,2
198.41.30.253,0
198.44.226.11,3
198.51.152.184,0
198.55.245.88,0
198.8.70.129,0
199.16.156.105,0
199.16.156.11,0
199.16.156.120,0
199.16.156.200,0
199.16.156.201,0
199.16.156.21,0
199.16.156.232,0
199.16.156.241,0
199.16.156.41,0
199.16.156.52,0
199.16.156.73,0
199.16.156.75,0
199.16.156.9,0
199.16.157.105,0
199.182.216.166,0
199.187.193.130,0
199.187.193.140,0
199.187.193.19,0
199.19.224.253,0
199.247.8.195,0
199.27.170.188,0
199.30.181.84,0
199.38.165.156,0
199.59.148.12,0
199.59.148.84,0
199.59.150.10,0
199.59.150.42,0
199.59.150.44,0
199.83.134.9,0
199.96.57.6,0
2.179.166.78,0
2.180.165.168,0
2.180.3.34,3
2.190.137.175,3
2.22.23.175,0
2.228.39.100,3
2.32.73.126,0
2.61.63.47,2
2.61.99.172,3
2.89.246.82,0
2.92.200.247,3
200.107.241.50,3
200.109.46.93,3
200.124.26.22,0
200.127.149.98,3
200.14.248.140,3
200.14.248.148,3
200.199.142.162,3
200.2.160.62,3
200.216.8.84,0
200.31.114.150,0
200.32.70.218,3
200.40.199.227,3
200.42.173.147,3
200.46.26.134,3
200.48.137.122,3
200.57.131.236,0
200.66.77.66,3
200.69.253.205,0
200.76.121.115,0
200.84.143.38,3
200.84.146.218,0
200.84.165.143,0
200.84.76.29,2
200.84.81.220,2
200.87.134.13,3
201.139.92.60,3
201.143.86.77,2
201.148.125.6,3
201.148.56.221,3
201.151.93.165,3
201.163.122.6,3
201.166.130.118,3
201.167.5.38,3
201.168.191.14,0
201.174.154.14,5
201.208.0.162,3
201.208.113.76,3
201.208.135.146,0
201.208.220.49,3
201.208.5.163,3
201.209.134.142,0
201.209.36.44,3
201.209.43.221,3
201.210.222.23,0
201.211.126.225,2
201.211.126.4,3
201.211.35.130,3
201.211.44.117,3
201.221.153.74,3
201.242.170.78,3
201.242.35.164,3
201.242.47.175,3
201.242.56.143,3
201.243.162.33,3
201.243.166.149,3
201.248.200.70,3
201.248.66.222,3
201.249.182.130,3
201.48.72.83,3
201.55.199.143,2
201.86.212.74,3
202.107.160.251,0
202.123.70.6,3
202.131.229.114,0
202.134.2.13,3
202.142.110.155,3
202.142.148.197,3
202.142.154.106,0
202.142.96.19,3
202.147.199.10,3
202.162.111.152,0
202.162.210.97,0
202.169.33.251,3
202.169.40.70,3
202.176.119.228,3
202.181.206.254,0
202.28.35.153,3
202.28.35.187,3
202.28.63.66,3
202.29.14.121,3
202.29.14.122,3
202.29.239.97,2
202.39.55.24,3
202.4.170.4,3
202.53.12.82,3
202.58.85.21,0
202.61.45.3,3
202.62.17.149,3
202.62.17.151,3
202.72.213.244,3
202.82.150.103,3
202.83.28.134,3
203.122.33.82,3
203.130.231.84,0
203.130.240.98,3
203.146.142.62,0
203.146.189.95,2
203.146.192.61,3
203.150.68.3,0
203.153.234.162,0
203.159.138.64,3
203.162.175.198,3
203.202.240.131,3
203.202.245.194,3
203.205.28.218,3
203.24.50.231,0
203.69.224.157,0
204.11.168.212,0
204.11.168.6,0
204.118.31.2,3
204.12.68.88,0
204.186.252.3,3
204.2.179.163,0
204.2.179.228,0
204.2.179.39,0
204.2.179.89,0
204.2.197.202,0
204.236.219.209,0
204.236.235.210,0
204.79.197.200,0
206.117.25.89,0
206.117.25.90,0
206.132.109.43,0
206.152.33.71,0
206.188.192.136,0
206.188.193.253,0
207.148.5.230,0
207.148.71.76,0
207.164.132.18,0
207.164.66.210,2
207.20.38.208,0
207.204.159.106,0
207.244.80.166,0
207.244.86.222,0
207.34.231.254,3
207.98.136.114,0
208.101.25.60,0
208.108.184.254,3
208.118.189.2,0
208.51.63.57,0
208.80.154.224,0
208.80.154.240,0
208.88.199.146,0
208.91.60.45,0
209.125.197.254,3
209.126.136.5,0
209.126.136.6,0
209.141.55.136,3
209.167.231.15,0
209.167.231.17,0
209.197.3.19,0
209.204.229.130,0
209.222.0.43,0
209.232.183.2,0
209.45.45.102,3
209.45.52.42,2
209.53.213.34,3
209.85.201.138,0
209.85.201.155,0
209.85.201.156,0
209.85.201.157,0
209.85.202.100,8
209.85.202.101,8
209.85.202.102,8
209.85.202.113,8
209.85.202.132,0
209.85.202.136,0
209.85.202.138,8
209.85.202.139,8
209.85.202.148,0
209.85.202.149,0
209.85.202.153,0
209.85.202.154,8
209.85.202.155,0
209.85.202.156,0
209.85.202.157,8
209.85.202.190,0
209.85.202.91,0
209.85.202.93,0
209.85.202.94,8
209.85.202.95,8
209.85.202.97,0
209.85.203.100,8
209.85.203.101,8
209.85.203.102,0
209.85.203.113,8
209.85.203.132,0
209.85.203.136,0
209.85.203.138,8
209.85.203.139,8
209.85.203.148,0
209.85.203.149,0
209.85.203.153,0
209.85.203.154,8
209.85.203.155,8
209.85.203.156,8
209.85.203.157,8
209.85.203.181,0
209.85.203.190,0
209.85.203.91,0
209.85.203.93,0
209.85.203.94,8
209.85.203.95,8
209.85.203.97,8
210.113.78.106,0
210.129.120.41,0
210.129.184.28,0
210.191.104.111,0
210.245.32.101,0
210.48.222.9,3
210.86.226.179,3
211.181.237.106,2
211.22.167.12,3
211.22.64.88,3
211.234.94.205,5
211.25.98.34,0
211.5.236.197,3
212.0.149.88,2
212.100.143.19,3
212.115.235.172,2
212.12.232.42,3
212.122.72.71,3
212.124.12.150,3
212.156.78.62,2
212.156.92.194,0
212.156.99.134,2
212.164.254.171,0
212.174.232.94,3
212.174.99.3,3
212.179.111.205,0
212.20.43.2,3
212.220.1.140,3
212.237.4.117,0
212.237.56.188,0
212.3.106.198,0
212.3.193.175,3
212.34.233.6,0
212.35.180.156,3
212.47.234.165,0
212.58.121.82,2
212.66.51.144,3
212.73.95.138,3
212.83.191.80,3
212.92.104.143,0
212.92.104.175,0
212.92.105.107,0
212.92.106.106,0
212.92.108.184,0
212.92.108.84,0
212.92.112.111,0
212.92.113.110,0
212.92.113.120,0
212.92.114.128,0
212.92.114.168,0
212.92.114.178,0
212.92.114.198,0
212.92.115.207,0
212.92.115.77,0
212.92.116.246,0
212.92.117.185,0
212.92.117.45,0
212.92.119.1,1
212.92.121.147,0
212.92.124.31,0
212.92.196.162,3
212.94.16.2,0
213.14.91.130,3
213.144.36.14,3
213.144.36.15,3
213.157.51.130,3
213.159.254.147,0
213.212.94.189,0
213.230.101.94,3
213.230.68.45,3
213.251.226.208,3
213.32.48.47,0
213.48.54.43,0
213.59.130.160,3
213.74.206.122,2
213.78.119.18,0
213.79.69.194,3
213.79.91.92,2
216.123.7.58,0
216.14.48.162,3
216.146.46.10,0
216.170.126.116,0
216.200.232.221,0
216.200.232.235,0
216.200.233.94,0
216.218.206.110,0
216.24.224.136,0
216.243.229.161,0
216.248.72.115,0
216.34.181.25,0
216.34.181.45,0
216.34.181.48,0
216.34.250.230,3
216.54.159.114,3
216.58.198.65,0
216.58.198.66,8
216.58.198.67,0
216.58.198.70,0
216.58.198.72,0
216.58.198.74,0
216.58.198.77,0
216.58.198.78,8
216.58.198.83,0
216.58.211.161,0
216.58.211.162,8
216.58.211.163,8
216.58.211.165,0
216.58.211.166,8
216.58.211.168,8
216.58.211.170,8
216.58.211.174,6
216.58.211.178,0
216.58.211.179,0
216.58.211.99,0
216.58.212.163,0
216.58.217.130,0
216.58.217.136,0
216.58.218.226,0
216.70.52.33,3
217.107.125.191,2
217.110.126.20,3
217.112.218.58,3
217.118.93.158,0
217.118.95.84,3
217.13.150.43,0
217.20.71.10,3
217.218.241.69,2
217.52.63.146,2
217.61.104.211,0
217.67.189.210,3
217.91.231.165,0
218.164.203.159,3
218.164.31.209,3
218.255.233.114,3
218.64.255.29,3
218.77.59.81,0
218.78.186.242,0
218.87.194.83,3
219.147.132.167,3
219.160.112.13,3
219.91.207.210,0
220.132.236.194,2
220.133.156.143,3
220.134.197.253,0
220.137.5.221,2
220.143.108.105,3
220.143.186.221,3
220.231.90.220,0
220.247.172.138,3
221.120.210.138,3
221.194.44.211,0
221.229.166.121,7
222.110.165.199,0
222.114.6.130,0
222.124.114.132,3
222.124.144.189,3
222.124.199.34,3
222.124.58.121,3
222.127.104.26,3
222.127.147.201,0
222.132.136.17,0
222.146.193.211,0
222.174.177.178,0
222.220.39.181,0
222.252.156.11,0
222.81.226.22,0
222.88.190.199,3
222.89.128.198,0
223.101.178.208,0
223.102.246.250,0
223.107.63.50,0
223.16.121.27,3
223.18.105.121,3
223.205.12.45,3
223.207.249.3,3
223.221.240.54,2
223.245.161.24,3
223.27.151.109,3
223.27.251.223,3
223.30.192.54,3
223.74.12.89,0
223.74.58.77,0
223.89.184.98,0
223.90.77.145,0
223.96.219.56,0
223.96.53.202,0
223.96.61.111,0
223.98.179.69,0
23.103.189.158,0
23.111.9.14,0
23.111.9.32,0
23.111.9.64,0
23.13.146.140,0
23.13.154.167,8
23.13.157.189,0
23.13.158.247,0
23.13.159.76,0
23.13.160.205,0
23.13.162.20,0
23.13.165.231,0
23.13.176.79,0
23.13.178.232,0
23.13.180.170,0
23.14.151.160,0
23.14.186.68,0
23.15.7.107,0
23.15.7.112,0
23.15.7.113,0
23.15.7.140,0
23.15.7.166,0
23.15.8.107,0
23.15.8.113,0
23.15.8.121,8
23.15.8.129,0
23.15.8.131,8
23.15.8.137,0
23.15.8.139,0
23.15.8.146,0
23.15.8.160,0
23.196.100.70,0
23.196.102.76,0
23.196.104.14,0
23.196.104.19,0
23.196.107.189,0
23.196.107.60,0
23.196.108.64,0
23.196.109.221,0
23.196.113.171,8
23.196.113.50,0
23.196.115.14,0
23.196.116.215,0
23.196.119.142,0
23.196.127.55,0
23.196.127.56,0
23.196.127.61,8
23.196.141.83,0
23.196.57.205,0
23.196.57.82,0
23.196.58.54,0
23.196.6.166,0
23.196.6.17,0
23.196.6.178,0
23.196.6.68,0
23.196.6.79,0
23.196.97.191,0
23.196.98.102,0
23.196.98.229,0
23.198.10.54,0
23.21.113.119,0
23.21.126.194,0
23.21.132.210,0
23.21.175.31,0
23.21.226.158,0
23.21.233.59,0
23.21.41.167,0
23.21.46.143,0
23.21.49.226,0
23.21.61.2,0
23.21.63.252,0
23.21.76.16,0
23.21.89.168,0
23.21.94.151,0
23.211.131.150,0
23.215.98.15,0
23.217.147.204,0
23.217.19.241,8
23.217.25.46,0
23.217.26.156,0
23.217.28.150,0
23.217.32.120,0
23.217.33.186,0
23.217.36.24,0
23.217.38.65,0
23.218.38.23,8
23.218.48.119,0
23.218.50.120,0
23.218.53.197,8
23.218.62.30,8
23.218.74.81,0
23.218.75.124,0
23.218.76.161,0
23.219.88.11,0
23.219.88.151,0
23.219.88.158,0
23.219.88.160,0
23.219.88.161,0
23.219.88.166,0
23.219.88.168,0
23.219.88.169,0
23.219.88.176,0
23.219.88.210,0
23.219.88.217,0
23.219.88.24,0
23.219.88.35,0
23.219.88.56,0
23.219.88.57,0
23.219.88.64,0
23.219.88.66,0
23.219.88.73,8
23.219.88.74,8
23.219.94.16,0
23.226.130.198,3
23.227.38.64,0
23.23.103.255,0
23.23.107.13,0
23.23.129.166,0
23.23.140.218,0
23.23.144.24,0
23.23.150.198,0
23.23.152.86,0
23.23.156.255,0
23.23.156.71,0
23.23.158.36,0
23.23.207.207,0
23.23.222.212,0
23.23.224.125,0
23.23.227.6,0
23.23.58.224,0
23.23.73.242,0
23.23.87.187,0
23.23.99.70,0
23.25.77.45,0
23.31.206.38,0
23.32.172.123,0
23.36.32.102,0
23.36.32.126,0
23.36.32.16,0
23.36.32.162,8
23.36.32.229,0
23.36.32.235,0
23.36.32.44,0
23.36.32.85,0
23.36.32.88,0
23.36.33.118,0
23.36.33.160,0
23.36.33.163,0
23.36.33.17,0
23.36.33.173,0
23.36.33.207,0
23.36.33.218,0
23.36.33.227,0
23.36.33.229,0
23.36.33.230,0
23.36.33.237,0
23.36.33.24,0
23.36.33.240,0
23.36.33.39,0
23.36.33.52,8
23.36.33.56,0
23.36.33.59,0
23.36.33.73,0
23.36.33.86,0
23.36.34.11,0
23.36.34.146,0
23.36.34.213,8
23.36.34.216,0
23.36.34.36,0
23.36.80.82,0
23.36.81.84,0
23.42.156.231,0
23.46.60.109,0
23.46.60.128,0
23.46.60.192,0
23.46.60.234,0
23.46.61.109,0
23.46.61.25,0
23.46.61.37,0
23.46.61.41,0
23.46.61.91,0
23.46.62.134,0
23.46.62.146,0
23.46.62.157,0
23.46.62.184,0
23.46.62.37,0
23.46.63.181,0
23.49.176.40,0
23.49.177.88,0
23.49.181.132,0
23.49.188.59,0
23.49.189.7,0
23.50.225.11,0
23.50.225.124,0
23.50.225.25,0
23.50.225.28,0
23.50.57.12,0
23.52.86.153,0
23.52.91.27,8
23.56.201.119,0
23.61.198.145,0
23.62.6.23,0
23.62.7.173,0
23.63.101.174,0
23.73.153.142,0
23.73.154.176,0
23.73.155.109,0
23.89.144.227,0
23.96.219.104,0
23.99.24.158,0
24.106.18.90,3
24.123.231.237,0
24.178.196.118,0
24.197.77.189,0
24.39.199.220,3
24.43.93.126,2
24.57.227.129,0
27.199.109.53,0
27.219.147.154,0
27.237.184.132,0
27.254.53.179,2
27.254.59.9,2
27.48.94.254,3
27.50.24.76,2
27.50.31.76,3
27.68.125.220,3
27.71.158.131,3
27.72.113.22,3
27.72.87.99,3
27.74.248.244,3
31.129.184.14,3
31.13.65.2,0
31.13.65.36,8
31.13.65.52,0
31.13.65.7,8
31.13.71.36,0
31.13.71.7,0
31.13.72.17,0
31.135.195.178,0
31.148.127.227,3
31.168.52.214,3
31.170.236.103,3
31.173.101.224,0
31.173.182.162,3
31.173.183.254,3
31.180.123.109,0
31.181.87.229,0
31.186.68.101,3
31.214.129.80,3
31.223.130.192,3
31.47.194.150,3
31.47.61.146,0
31.51.235.126,0
31.6.121.159,3
31.8.246.127,3
34.192.240.114,0
34.192.36.179,0
34.192.94.202,0
34.193.177.34,0
34.193.197.225,0
34.193.208.139,0
34.193.96.33,0
34.194.109.176,0
34.194.12.155,0
34.194.124.14,0
34.194.125.5,0
34.194.219.50,0
34.194.73.77,0
34.194.82.212,0
34.194.84.90,0
34.195.114.203,0
34.195.128.175,0
34.195.148.37,0
34.196.128.45,0
34.196.134.167,0
34.196.141.22,0
34.196.173.185,0
34.196.187.214,0
34.196.189.5,0
34.196.190.106,0
34.196.59.245,0
34.197.149.178,0
34.197.155.16,0
34.198.172.204,0
34.198.71.9,0
34.198.80.176,0
34.199.116.246,0
34.199.178.106,0
34.199.50.207,0
34.199.96.168,0
34.200.124.51,0
34.200.190.135,0
34.202.122.199,0
34.202.180.186,0
34.203.185.26,0
34.203.58.14,0
34.203.68.62,0
34.204.154.146,0
34.204.214.191,0
34.204.246.70,0
34.205.192.52,0
34.205.202.95,0
34.205.226.238,0
34.205.97.45,0
34.206.166.138,0
34.206.169.32,0
34.206.189.138,0
34.206.253.114,0
34.206.37.214,0
34.206.4.224,0
34.206.65.78,0
34.207.47.54,0
34.209.248.26,0
34.210.37.21,0
34.211.140.227,0
34.211.98.116,0
34.211.99.53,0
34.213.37.245,0
34.214.15.91,0
34.216.156.21,0
34.216.250.207,0
34.224.124.173,0
34.224.182.124,0
34.224.188.112,0
34.225.10.165,0
34.225.101.36,0
34.225.149.64,0
34.225.200.43,0
34.225.202.230,0
34.225.31.76,0
34.226.0.93,0
34.226.159.171,0
34.226.38.103,0
34.226.38.126,0
34.226.55.45,0
34.226.78.29,0
34.227.130.226,0
34.227.140.158,0
34.227.166.18,0
34.228.174.218,0
34.228.250.248,0
34.228.34.48,0
34.228.46.114,0
34.230.158.227,0
34.230.165.183,0
34.230.170.212,0
34.230.207.83,0
34.230.223.214,0
34.231.175.247,0
34.231.239.32,0
34.231.85.1,0
34.231.85.132,0
34.232.225.208,0
34.232.251.80,0
34.232.39.219,0
34.234.56.208,0
34.234.98.90,0
34.235.78.222,0
34.235.79.173,0
34.236.120.1,0
34.236.182.238,0
34.236.215.177,0
34.236.215.2,0
34.237.170.104,0
34.238.59.205,0
34.238.62.49,0
34.238.64.228,0
34.239.8.222,0
34.239.99.85,0
34.242.50.52,0
34.249.232.228,0
34.250.172.204,0
34.251.193.116,0
34.251.57.109,0
34.252.72.54,0
35.153.117.62,0
35.157.238.224,0
35.160.52.148,0
35.160.58.123,0
35.161.221.102,0
35.161.241.69,0
35.162.179.12,0
35.162.60.68,0
35.163.143.41,0
35.164.155.187,0
35.164.80.164,0
35.165.158.113,0
35.167.141.246,0
35.167.158.210,0
35.170.0.108,0
35.170.33.157,0
35.171.33.106,0
35.185.16.249,0
35.185.32.61,0
35.186.249.84,0
35.190.162.35,0
35.190.175.111,0
35.190.62.199,0
35.190.62.200,0
35.190.74.53,0
35.195.219.228,0
35.197.239.16,0
35.200.236.242,0
36.101.198.77,0
36.111.194.157,3
36.185.43.224,0
36.2.132.170,0
36.224.47.111,3
36.226.112.123,2
36.226.98.53,3
36.227.5.25,3
36.227.63.16,3
36.229.160.21,3
36.234.118.79,3
36.234.209.192,0
36.235.67.115,3
36.236.147.96,0
36.236.40.50,3
36.236.82.114,3
36.237.138.64,2
36.62.159.105,0
36.66.102.226,3
36.66.118.172,3
36.66.42.3,3
36.66.94.49,3
36.67.108.63,3
36.67.122.226,0
36.67.70.234,3
36.68.128.6,3
36.68.18.232,3
36.68.239.39,3
36.69.224.134,3
36.72.178.231,3
36.72.207.166,3
36.72.64.124,3
36.72.84.3,3
36.73.137.198,3
36.73.15.83,0
36.73.58.239,3
36.73.59.143,3
36.74.50.206,3
36.74.96.211,0
36.75.146.159,0
36.75.151.187,3
36.75.252.201,3
36.76.219.127,3
36.77.128.12,0
36.77.171.157,3
36.77.93.101,3
36.79.40.55,0
36.79.45.48,3
36.80.56.150,2
36.80.92.176,3
36.81.120.134,3
36.81.209.25,0
36.82.103.115,3
36.82.103.210,0
36.82.103.45,3
36.82.105.85,3
36.82.128.110,3
36.82.194.228,3
36.83.31.232,3
36.84.130.37,3
36.84.224.170,3
36.84.224.71,3
36.84.224.95,3
36.84.63.72,3
36.84.64.181,3
36.84.64.76,3
36.84.69.71,3
36.84.70.160,3
36.84.73.93,2
36.85.55.50,0
36.85.78.147,3
36.88.152.0,3
36.89.25.170,3
37.115.136.54,0
37.131.224.158,3
37.139.119.80,0
37.15.191.145,0
37.190.61.130,3
37.193.194.3,3
37.208.98.187,3
37.220.194.86,3
37.229.130.119,3
37.232.129.58,3
37.252.66.89,3
37.27.109.83,2
37.29.118.68,3
37.29.19.117,0
37.29.79.180,0
37.57.47.187,3
37.76.249.66,3
37.79.77.153,3
38.126.130.202,0
38.130.113.160,3
38.142.192.18,0
38.142.99.34,0
38.71.2.160,0
39.10.198.146,2
39.115.145.34,3
39.158.202.41,0
39.167.247.163,0
39.168.129.91,0
39.37.22.248,0
39.53.147.144,3
39.57.45.108,3
40.113.90.255,0
40.118.170.31,0
40.121.144.177,0
40.69.216.251,0
40.69.216.73,0
40.69.220.46,0
40.77.228.69,0
40.77.232.95,0
40.79.34.21,0
40.86.188.235,0
40.97.140.18,0
41.155.253.140,3
41.200.249.154,3
41.200.251.102,3
41.203.16.49,0
41.220.17.138,3
41.226.243.3,0
41.244.232.114,3
41.33.113.67,3
41.33.48.90,3
41.38.119.196,3
41.39.134.47,3
41.39.42.210,3
41.39.53.26,3
41.39.99.102,2
41.39.99.132,0
41.41.97.70,3
41.47.101.199,3
41.66.244.174,3
41.68.216.211,2
41.79.190.79,3
41.95.246.13,3
42.112.71.96,3
42.114.21.113,3
42.202.149.245,0
43.225.67.140,3
43.239.73.218,3
43.240.103.145,2
43.247.68.80,0
43.249.62.210,3
43.251.169.154,3
43.251.75.39,3
45.117.212.209,0
45.119.237.10,0
45.119.82.234,3
45.126.215.18,3
45.222.101.167,3
45.248.56.249,3
45.249.94.53,0
45.60.121.36,0
45.63.30.5,0
45.77.215.253,0
46.101.240.54,0
46.105.160.56,0
46.107.238.52,3
46.109.231.193,3
46.118.254.74,3
46.119.238.183,3
46.130.61.241,3
46.152.35.158,0
46.164.141.5,2
46.165.244.215,8
46.167.86.200,3
46.17.97.4,4
46.172.121.96,0
46.172.199.77,3
46.188.121.110,3
46.196.76.131,3
46.209.141.73,0
46.209.15.14,3
46.234.125.89,0
46.32.16.170,3
46.48.201.229,3
46.55.254.14,3
46.72.101.119,3
46.72.105.36,3
46.72.130.234,3
46.72.47.46,3
46.8.147.112,3
46.91.201.113,3
46.98.173.236,3
46.98.244.67,3
46.98.62.154,3
46.99.130.132,0
47.183.196.97,0
47.206.80.165,3
47.247.227.98,0
47.52.33.110,3
47.74.144.60,3
47.91.158.245,3
49.145.249.136,3
49.148.140.165,3
49.203.13.40,0
49.206.123.156,3
49.206.123.60,3
49.206.208.105,3
49.206.219.215,3
49.206.219.84,3
49.207.188.29,3
49.229.242.61,3
49.229.66.192,3
49.231.146.205,0
49.231.251.172,3
49.248.122.140,3
5.101.6.170,0
5.120.95.10,3
5.125.201.39,2
5.126.223.252,3
5.141.224.181,0
5.145.235.114,0
5.149.205.180,3
5.188.10.144,0
5.188.11.111,0
5.188.11.25,0
5.188.86.40,0
5.188.86.56,0
5.188.87.9,0
5.188.9.10,0
5.188.9.25,0
5.188.9.30,0
5.235.101.180,3
5.238.212.4,3
5.35.31.241,0
5.37.218.192,3
5.39.216.134,0
5.39.216.193,1
5.39.216.195,1
5.39.216.253,1
5.39.218.197,0
5.44.168.162,3
5.62.34.35,0
5.78.65.2,3
50.112.155.198,0
50.112.201.212,0
50.125.83.27,0
50.16.189.107,0
50.16.214.170,0
50.16.227.133,0
50.16.95.170,0
50.17.178.64,0
50.17.228.28,0
50.17.234.198,0
50.19.100.203,0
50.19.109.243,0
50.19.247.154,0
50.19.84.118,0
50.201.141.102,2
50.204.242.68,3
50.23.71.51,0
50.233.61.2,0
50.255.85.146,0
50.63.136.4,0
50.64.9.0,0
50.88.240.195,3
50.97.162.171,0
50.97.40.233,0
51.211.183.245,3
52.0.108.62,0
52.0.15.105,0
52.0.157.68,0
52.0.195.74,0
52.0.224.144,0
52.0.63.14,0
52.1.183.114,0
52.1.196.17,0
52.1.201.118,0
52.1.226.202,0
52.1.255.181,0
52.1.5.34,0
52.1.63.165,0
52.1.90.207,0
52.10.90.140,0
52.10.99.146,0
52.14.9.34,0
52.158.236.248,0
52.17.197.111,0
52.178.192.146,0
52.185.151.41,0
52.19.105.22,0
52.2.113.107,0
52.2.131.164,0
52.2.225.154,0
52.2.5.150,0
52.2.86.98,0
52.20.114.94,0
52.20.12.16,0
52.20.125.235,0
52.20.17.139,0
52.20.17.81,0
52.20.187.235,0
52.20.233.27,0
52.20.253.85,0
52.20.30.109,0
52.20.66.66,0
52.20.7.113,0
52.20.73.160,0
52.200.159.117,0
52.200.164.141,0
52.200.196.186,0
52.200.30.173,0
52.201.112.171,0
52.202.198.212,0
52.202.2.188,0
52.202.232.207,0
52.202.248.138,0
52.202.41.251,0
52.202.7.33,0
52.203.140.232,0
52.203.19.126,0
52.203.201.18,0
52.203.205.209,0
52.203.206.199,0
52.203.210.222,0
52.204.2.216,0
52.204.224.212,0
52.204.247.161,0
52.204.247.30,0
52.204.255.156,0
52.204.36.21,0
52.205.108.47,0
52.205.157.173,0
52.205.58.139,0
52.205.87.73,0
52.206.102.95,0
52.206.166.212,0
52.206.168.245,0
52.206.176.91,0
52.206.35.17,0
52.206.50.251,0
52.207.102.156,0
52.207.156.239,0
52.207.200.147,0
52.207.5.63,0
52.207.50.238,0
52.207.57.149,0
52.207.61.132,0
52.209.205.49,0
52.209.226.12,0
52.209.227.123,0
52.21.201.244,0
52.21.233.184,0
52.210.121.26,0
52.210.72.135,0
52.213.131.151,0
52.213.91.63,0
52.213.94.235,0
52.216.1.128,0
52.216.1.216,0
52.216.1.27,0
52.216.130.131,0
52.216.132.19,0
52.216.16.48,0
52.216.160.211,0
52.216.160.75,0
52.216.161.3,0
52.216.162.219,0
52.216.163.19,0
52.216.163.27,0
52.216.164.107,0
52.216.165.147,0
52.216.165.203,0
52.216.165.211,0
52.216.165.67,0
52.216.166.35,0
52.216.17.43,0
52.216.20.253,0
52.216.224.64,0
52.216.225.155,0
52.216.226.208,0
52.216.228.32,0
52.216.228.72,0
52.216.65.24,0
52.216.65.99,0
52.216.80.152,0
52.216.82.144,0
52.216.82.219,0
52.216.82.88,0
52.216.84.203,0
52.216.84.59,0
52.216.85.171,0
52.216.86.61,0
52.216.96.187,0
52.216.97.195,0
52.216.98.163,0
52.216.99.107,0
52.218.200.122,0
52.218.201.34,0
52.219.80.3,0
52.22.120.12,0
52.22.163.156,0
52.22.179.159,0
52.22.245.163,0
52.22.52.111,0
52.22.63.50,0
52.22.68.31,0
52.22.83.4,0
52.229.170.171,0
52.23.3.197,0
52.239.137.4,0
52.24.183.185,0
52.242.29.77,0
52.25.10.191,0
52.25.153.217,0
52.25.154.197,0
52.26.179.183,0
52.26.44.226,0
52.26.56.183,0
52.27.240.12,0
52.27.241.27,0
52.27.86.92,0
52.3.188.193,0
52.3.48.158,0
52.3.55.179,0
52.3.73.49,0
52.3.86.250,0
52.3.95.241,0
52.30.74.252,0
52.31.122.196,0
52.32.234.216,0
52.33.245.124,0
52.35.81.238,0
52.36.144.43,0
52.36.71.24,0
52.37.48.84,0
52.38.149.111,0
52.4.13.99,0
52.4.191.175,0
52.4.199.240,0
52.4.35.190,0
52.4.62.11,0
52.4.7.196,0
52.4.89.107,0
52.41.138.143,0
52.41.192.90,0
52.42.16.210,0
52.42.180.72,0
52.42.20.106,0
52.43.54.37,0
52.44.162.213,0
52.44.192.243,0
52.44.21.163,0
52.44.243.12,0
52.44.71.195,0
52.45.109.63,0
52.45.11.188,0
52.45.112.188,0
52.45.128.130,0
52.45.154.11,0
52.45.195.29,0
52.48.126.250,0
52.5.129.223,0
52.5.149.200,0
52.5.149.245,0
52.5.239.160,0
52.5.246.171,0
52.5.25.66,0
52.5.76.109,0
52.5.92.144,0
52.5.96.181,0
52.50.144.182,0
52.51.129.14,0
52.54.111.199,0
52.54.144.255,0
